MPID,weekStartDate,shares
EBXL,2022-03-21,13635285
LATS,2022-03-21,10838164
BIDS,2022-03-21,7861305
KCGM,2022-03-21,7701787
MSTX,2022-03-21,7164500
XSTM,2022-03-21,5609693
ITGP,2022-03-21,3772402
PURE,2022-03-21,3733466
JPBX,2022-03-21,3726309
IATS,2022-03-21,3661321
MSRP,2022-03-21,3383669
LQNA,2022-03-21,2669200
ICBX,2022-03-21,2334361
BLKX,2022-03-21,2199790
ONEC,2022-03-21,2010081
CGXS,2022-03-21,1577751
BNPX,2022-03-21,1335515
CODA,2022-03-21,560306
BLUE,2022-03-21,510577
LQNT,2022-03-21,340900
LMNX,2022-03-21,147814
STFX,2022-03-21,7425
IEOS,2022-03-21,1649
UBSA,2022-03-28,36010782
INCR,2022-03-28,32840643
SGMT,2022-03-28,31954098
JPMX,2022-03-28,20287710
MSPL,2022-03-28,19731400
MLIX,2022-03-28,16370020
EBXL,2022-03-28,13635285
LATS,2022-03-28,10838164
BIDS,2022-03-28,7861305
KCGM,2022-03-28,7701787
MSTX,2022-03-28,7164500
XSTM,2022-03-28,5609693
ITGP,2022-03-28,3772402
PURE,2022-03-28,3733466
JPBX,2022-03-28,3726309
IATS,2022-03-28,3661321
MSRP,2022-03-28,3383669
LQNA,2022-03-28,2669200
ICBX,2022-03-28,2334361
BLKX,2022-03-28,2199790
ONEC,2022-03-28,2010081
CGXS,2022-03-28,1577751
BNPX,2022-03-28,1335515
CODA,2022-03-28,560306
BLUE,2022-03-28,510577
LQNT,2022-03-28,340900
LMNX,2022-03-28,147814
STFX,2022-03-28,7425
IEOS,2022-03-28,1649
UBSA,2022-04-04,36010782
INCR,2022-04-04,32840643
SGMT,2022-04-04,31954098
JPMX,2022-04-04,20287710
MSPL,2022-04-04,19731400
MLIX,2022-04-04,16370020
EBXL,2022-04-04,13635285
LATS,2022-04-04,10838164
BIDS,2022-04-04,7861305
KCGM,2022-04-04,7701787
MSTX,2022-04-04,7164500
XSTM,2022-04-04,5609693
ITGP,2022-04-04,3772402
PURE,2022-04-04,3733466
JPBX,2022-04-04,3726309
IATS,2022-04-04,3661321
MSRP,2022-04-04,3383669
LQNA,2022-04-04,2669200
ICBX,2022-04-04,2334361
BLKX,2022-04-04,2199790
ONEC,2022-04-04,2010081
CGXS,2022-04-04,1577751
BNPX,2022-04-04,1335515
CODA,2022-04-04,560306
BLUE,2022-04-04,510577
LQNT,2022-04-04,340900
LMNX,2022-04-04,147814
STFX,2022-04-04,7425
IEOS,2022-04-04,1649
UBSA,2022-04-11,36010782
INCR,2022-04-11,32840643
SGMT,2022-04-11,31954098
JPMX,2022-04-11,20287710
MSPL,2022-04-11,19731400
MLIX,2022-04-11,16370020
EBXL,2022-04-11,13635285
LATS,2022-04-11,10838164
BIDS,2022-04-11,7861305
KCGM,2022-04-11,7701787
MSTX,2022-04-11,7164500
XSTM,2022-04-11,5609693
ITGP,2022-04-11,3772402
PURE,2022-04-11,3733466
JPBX,2022-04-11,3726309
IATS,2022-04-11,3661321
MSRP,2022-04-11,3383669
LQNA,2022-04-11,2669200
ICBX,2022-04-11,2334361
BLKX,2022-04-11,2199790
ONEC,2022-04-11,2010081
CGXS,2022-04-11,1577751
BNPX,2022-04-11,1335515
CODA,2022-04-11,560306
BLUE,2022-04-11,510577
LQNT,2022-04-11,340900
LMNX,2022-04-11,147814
STFX,2022-04-11,7425
IEOS,2022-04-11,1649
UBSA,2022-04-18,36010782
INCR,2022-04-18,32840643
SGMT,2022-04-18,31954098
JPMX,2022-04-18,20287710
MSPL,2022-04-18,19731400
MLIX,2022-04-18,16370020
EBXL,2022-04-18,13635285
LATS,2022-04-18,10838164
BIDS,2022-04-18,7861305
KCGM,2022-04-18,7701787
MSTX,2022-04-18,7164500
XSTM,2022-04-18,5609693
ITGP,2022-04-18,3772402
PURE,2022-04-18,3733466
JPBX,2022-04-18,3726309
IATS,2022-04-18,3661321
MSRP,2022-04-18,3383669
LQNA,2022-04-18,2669200
ICBX,2022-04-18,2334361
BLKX,2022-04-18,2199790
ONEC,2022-04-18,2010081
CGXS,2022-04-18,1577751
BNPX,2022-04-18,1335515
CODA,2022-04-18,560306
BLUE,2022-04-18,510577
LQNT,2022-04-18,340900
LMNX,2022-04-18,147814
STFX,2022-04-18,7425
IEOS,2022-04-18,1649
UBSA,2022-04-25,36010782
INCR,2022-04-25,32840643
SGMT,2022-04-25,31954098
JPMX,2022-04-25,20287710
MSPL,2022-04-25,19731400
MLIX,2022-04-25,16370020
EBXL,2022-04-25,13635285
LATS,2022-04-25,10838164
BIDS,2022-04-25,7861305
KCGM,2022-04-25,7701787
MSTX,2022-04-25,7164500
XSTM,2022-04-25,5609693
ITGP,2022-04-25,3772402
PURE,2022-04-25,3733466
JPBX,2022-04-25,3726309
IATS,2022-04-25,3661321
MSRP,2022-04-25,3383669
LQNA,2022-04-25,2669200
ICBX,2022-04-25,2334361
BLKX,2022-04-25,2199790
ONEC,2022-04-25,2010081
CGXS,2022-04-25,1577751
BNPX,2022-04-25,1335515
CODA,2022-04-25,560306
BLUE,2022-04-25,510577
LQNT,2022-04-25,340900
LMNX,2022-04-25,147814
STFX,2022-04-25,7425
IEOS,2022-04-25,1649
UBSA,2022-05-02,36010782
INCR,2022-05-02,32840643
SGMT,2022-05-02,31954098
JPMX,2022-05-02,20287710
MSPL,2022-05-02,19731400
MLIX,2022-05-02,16370020
EBXL,2022-05-02,13635285
LATS,2022-05-02,10838164
BIDS,2022-05-02,7861305
KCGM,2022-05-02,7701787
MSTX,2022-05-02,7164500
XSTM,2022-05-02,5609693
ITGP,2022-05-02,3772402
PURE,2022-05-02,3733466
JPBX,2022-05-02,3726309
IATS,2022-05-02,3661321
MSRP,2022-05-02,3383669
LQNA,2022-05-02,2669200
ICBX,2022-05-02,2334361
BLKX,2022-05-02,2199790
ONEC,2022-05-02,2010081
CGXS,2022-05-02,1577751
BNPX,2022-05-02,1335515
CODA,2022-05-02,560306
BLUE,2022-05-02,510577
LQNT,2022-05-02,340900
LMNX,2022-05-02,147814
STFX,2022-05-02,7425
IEOS,2022-05-02,1649
UBSA,2022-05-09,36010782
INCR,2022-05-09,32840643
SGMT,2022-05-09,31954098
JPMX,2022-05-09,20287710
MSPL,2022-05-09,19731400
MLIX,2022-05-09,16370020
EBXL,2022-05-09,13635285
LATS,2022-05-09,10838164
BIDS,2022-05-09,7861305
KCGM,2022-05-09,7701787
MSTX,2022-05-09,7164500
XSTM,2022-05-09,5609693
ITGP,2022-05-09,3772402
PURE,2022-05-09,3733466
JPBX,2022-05-09,3726309
IATS,2022-05-09,3661321
MSRP,2022-05-09,3383669
LQNA,2022-05-09,2669200
ICBX,2022-05-09,2334361
BLKX,2022-05-09,2199790
ONEC,2022-05-09,2010081
CGXS,2022-05-09,1577751
BNPX,2022-05-09,1335515
CODA,2022-05-09,560306
BLUE,2022-05-09,510577
LQNT,2022-05-09,340900
LMNX,2022-05-09,147814
STFX,2022-05-09,7425
IEOS,2022-05-09,1649
UBSA,2022-05-16,36010782
INCR,2022-05-16,32840643
SGMT,2022-05-16,31954098
JPMX,2022-05-16,20287710
MSPL,2022-05-16,19731400
MLIX,2022-05-16,16370020
EBXL,2022-05-16,13635285
LATS,2022-05-16,10838164
BIDS,2022-05-16,7861305
KCGM,2022-05-16,7701787
MSTX,2022-05-16,7164500
XSTM,2022-05-16,5609693
ITGP,2022-05-16,3772402
PURE,2022-05-16,3733466
JPBX,2022-05-16,3726309
IATS,2022-05-16,3661321
MSRP,2022-05-16,3383669
LQNA,2022-05-16,2669200
ICBX,2022-05-16,2334361
BLKX,2022-05-16,2199790
ONEC,2022-05-16,2010081
CGXS,2022-05-16,1577751
BNPX,2022-05-16,1335515
CODA,2022-05-16,560306
BLUE,2022-05-16,510577
LQNT,2022-05-16,340900
LMNX,2022-05-16,147814
STFX,2022-05-16,7425
IEOS,2022-05-16,1649
UBSA,2022-05-23,36010782
INCR,2022-05-23,32840643
SGMT,2022-05-23,31954098
JPMX,2022-05-23,20287710
MSPL,2022-05-23,19731400
MLIX,2022-05-23,16370020
EBXL,2022-05-23,13635285
LATS,2022-05-23,10838164
BIDS,2022-05-23,7861305
KCGM,2022-05-23,7701787
MSTX,2022-05-23,7164500
XSTM,2022-05-23,5609693
ITGP,2022-05-23,3772402
PURE,2022-05-23,3733466
JPBX,2022-05-23,3726309
IATS,2022-05-23,3661321
MSRP,2022-05-23,3383669
LQNA,2022-05-23,2669200
ICBX,2022-05-23,2334361
BLKX,2022-05-23,2199790
ONEC,2022-05-23,2010081
CGXS,2022-05-23,1577751
BNPX,2022-05-23,1335515
CODA,2022-05-23,560306
BLUE,2022-05-23,510577
LQNT,2022-05-23,340900
LMNX,2022-05-23,147814
STFX,2022-05-23,7425
IEOS,2022-05-23,1649
UBSA,2022-05-30,36010782
INCR,2022-05-30,32840643
SGMT,2022-05-30,31954098
JPMX,2022-05-30,20287710
MSPL,2022-05-30,19731400
MLIX,2022-05-30,16370020
EBXL,2022-05-30,13635285
LATS,2022-05-30,10838164
BIDS,2022-05-30,7861305
KCGM,2022-05-30,7701787
MSTX,2022-05-30,7164500
XSTM,2022-05-30,5609693
ITGP,2022-05-30,3772402
PURE,2022-05-30,3733466
JPBX,2022-05-30,3726309
IATS,2022-05-30,3661321
MSRP,2022-05-30,3383669
LQNA,2022-05-30,2669200
ICBX,2022-05-30,2334361
BLKX,2022-05-30,2199790
ONEC,2022-05-30,2010081
CGXS,2022-05-30,1577751
BNPX,2022-05-30,1335515
CODA,2022-05-30,560306
BLUE,2022-05-30,510577
LQNT,2022-05-30,340900
LMNX,2022-05-30,147814
STFX,2022-05-30,7425
IEOS,2022-05-30,1649
UBSA,2022-06-06,36010782
INCR,2022-06-06,32840643
SGMT,2022-06-06,31954098
JPMX,2022-06-06,20287710
MSPL,2022-06-06,19731400
MLIX,2022-06-06,16370020
EBXL,2022-06-06,13635285
LATS,2022-06-06,10838164
BIDS,2022-06-06,7861305
KCGM,2022-06-06,7701787
MSTX,2022-06-06,7164500
XSTM,2022-06-06,5609693
ITGP,2022-06-06,3772402
PURE,2022-06-06,3733466
JPBX,2022-06-06,3726309
IATS,2022-06-06,3661321
MSRP,2022-06-06,3383669
LQNA,2022-06-06,2669200
ICBX,2022-06-06,2334361
BLKX,2022-06-06,2199790
ONEC,2022-06-06,2010081
CGXS,2022-06-06,1577751
BNPX,2022-06-06,1335515
CODA,2022-06-06,560306
BLUE,2022-06-06,510577
LQNT,2022-06-06,340900
LMNX,2022-06-06,147814
STFX,2022-06-06,7425
IEOS,2022-06-06,1649
UBSA,2022-06-13,36010782
INCR,2022-06-13,32840643
SGMT,2022-06-13,31954098
JPMX,2022-06-13,20287710
MSPL,2022-06-13,19731400
MLIX,2022-06-13,16370020
EBXL,2022-06-13,13635285
LATS,2022-06-13,10838164
BIDS,2022-06-13,7861305
KCGM,2022-06-13,7701787
MSTX,2022-06-13,7164500
XSTM,2022-06-13,5609693
ITGP,2022-06-13,3772402
PURE,2022-06-13,3733466
JPBX,2022-06-13,3726309
IATS,2022-06-13,3661321
MSRP,2022-06-13,3383669
LQNA,2022-06-13,2669200
ICBX,2022-06-13,2334361
BLKX,2022-06-13,2199790
ONEC,2022-06-13,2010081
CGXS,2022-06-13,1577751
BNPX,2022-06-13,1335515
CODA,2022-06-13,560306
BLUE,2022-06-13,510577
LQNT,2022-06-13,340900
LMNX,2022-06-13,147814
STFX,2022-06-13,7425
IEOS,2022-06-13,1649
UBSA,2022-06-20,36010782
INCR,2022-06-20,32840643
SGMT,2022-06-20,31954098
JPMX,2022-06-20,20287710
MSPL,2022-06-20,19731400
MLIX,2022-06-20,16370020
EBXL,2022-06-20,13635285
LATS,2022-06-20,10838164
BIDS,2022-06-20,7861305
KCGM,2022-06-20,7701787
MSTX,2022-06-20,7164500
XSTM,2022-06-20,5609693
ITGP,2022-06-20,3772402
PURE,2022-06-20,3733466
JPBX,2022-06-20,3726309
IATS,2022-06-20,3661321
MSRP,2022-06-20,3383669
LQNA,2022-06-20,2669200
ICBX,2022-06-20,2334361
BLKX,2022-06-20,2199790
ONEC,2022-06-20,2010081
CGXS,2022-06-20,1577751
BNPX,2022-06-20,1335515
CODA,2022-06-20,560306
BLUE,2022-06-20,510577
LQNT,2022-06-20,340900
LMNX,2022-06-20,147814
STFX,2022-06-20,7425
IEOS,2022-06-20,1649
UBSA,2022-06-27,36010782
INCR,2022-06-27,32840643
SGMT,2022-06-27,31954098
JPMX,2022-06-27,20287710
MSPL,2022-06-27,19731400
MLIX,2022-06-27,16370020
EBXL,2022-06-27,13635285
LATS,2022-06-27,10838164
BIDS,2022-06-27,7861305
KCGM,2022-06-27,7701787
MSTX,2022-06-27,7164500
XSTM,2022-06-27,5609693
ITGP,2022-06-27,3772402
PURE,2022-06-27,3733466
JPBX,2022-06-27,3726309
IATS,2022-06-27,3661321
MSRP,2022-06-27,3383669
LQNA,2022-06-27,2669200
ICBX,2022-06-27,2334361
BLKX,2022-06-27,2199790
ONEC,2022-06-27,2010081
CGXS,2022-06-27,1577751
BNPX,2022-06-27,1335515
CODA,2022-06-27,560306
BLUE,2022-06-27,510577
LQNT,2022-06-27,340900
LMNX,2022-06-27,147814
STFX,2022-06-27,7425
IEOS,2022-06-27,1649
UBSA,2022-07-04,36010782
INCR,2022-07-04,32840643
SGMT,2022-07-04,31954098
JPMX,2022-07-04,20287710
MSPL,2022-07-04,19731400
MLIX,2022-07-04,16370020
EBXL,2022-07-04,13635285
LATS,2022-07-04,10838164
BIDS,2022-07-04,7861305
KCGM,2022-07-04,7701787
MSTX,2022-07-04,7164500
XSTM,2022-07-04,5609693
ITGP,2022-07-04,3772402
PURE,2022-07-04,3733466
JPBX,2022-07-04,3726309
IATS,2022-07-04,3661321
MSRP,2022-07-04,3383669
LQNA,2022-07-04,2669200
ICBX,2022-07-04,2334361
BLKX,2022-07-04,2199790
ONEC,2022-07-04,2010081
CGXS,2022-07-04,1577751
BNPX,2022-07-04,1335515
CODA,2022-07-04,560306
BLUE,2022-07-04,510577
LQNT,2022-07-04,340900
LMNX,2022-07-04,147814
STFX,2022-07-04,7425
IEOS,2022-07-04,1649
UBSA,2022-07-11,36010782
INCR,2022-07-11,32840643
SGMT,2022-07-11,31954098
JPMX,2022-07-11,20287710
MSPL,2022-07-11,19731400
MLIX,2022-07-11,16370020
EBXL,2022-07-11,13635285
LATS,2022-07-11,10838164
BIDS,2022-07-11,7861305
KCGM,2022-07-11,7701787
MSTX,2022-07-11,7164500
XSTM,2022-07-11,5609693
ITGP,2022-07-11,3772402
PURE,2022-07-11,3733466
JPBX,2022-07-11,3726309
IATS,2022-07-11,3661321
MSRP,2022-07-11,3383669
LQNA,2022-07-11,2669200
ICBX,2022-07-11,2334361
BLKX,2022-07-11,2199790
ONEC,2022-07-11,2010081
CGXS,2022-07-11,1577751
BNPX,2022-07-11,1335515
CODA,2022-07-11,560306
BLUE,2022-07-11,510577
LQNT,2022-07-11,340900
LMNX,2022-07-11,147814
STFX,2022-07-11,7425
IEOS,2022-07-11,1649
UBSA,2022-07-18,36010782
INCR,2022-07-18,32840643
SGMT,2022-07-18,31954098
JPMX,2022-07-18,20287710
MSPL,2022-07-18,19731400
MLIX,2022-07-18,16370020
EBXL,2022-07-18,13635285
LATS,2022-07-18,10838164
BIDS,2022-07-18,7861305
KCGM,2022-07-18,7701787
MSTX,2022-07-18,7164500
XSTM,2022-07-18,5609693
ITGP,2022-07-18,3772402
PURE,2022-07-18,3733466
JPBX,2022-07-18,3726309
IATS,2022-07-18,3661321
MSRP,2022-07-18,3383669
LQNA,2022-07-18,2669200
ICBX,2022-07-18,2334361
BLKX,2022-07-18,2199790
ONEC,2022-07-18,2010081
CGXS,2022-07-18,1577751
BNPX,2022-07-18,1335515
CODA,2022-07-18,560306
BLUE,2022-07-18,510577
LQNT,2022-07-18,340900
LMNX,2022-07-18,147814
STFX,2022-07-18,7425
IEOS,2022-07-18,1649
UBSA,2022-07-25,36010782
INCR,2022-07-25,32840643
SGMT,2022-07-25,31954098
JPMX,2022-07-25,20287710
MSPL,2022-07-25,19731400
MLIX,2022-07-25,16370020
EBXL,2022-07-25,13635285
LATS,2022-07-25,10838164
BIDS,2022-07-25,7861305
KCGM,2022-07-25,7701787
MSTX,2022-07-25,7164500
XSTM,2022-07-25,5609693
ITGP,2022-07-25,3772402
PURE,2022-07-25,3733466
JPBX,2022-07-25,3726309
IATS,2022-07-25,3661321
MSRP,2022-07-25,3383669
LQNA,2022-07-25,2669200
ICBX,2022-07-25,2334361
BLKX,2022-07-25,2199790
ONEC,2022-07-25,2010081
CGXS,2022-07-25,1577751
BNPX,2022-07-25,1335515
CODA,2022-07-25,560306
BLUE,2022-07-25,510577
LQNT,2022-07-25,340900
LMNX,2022-07-25,147814
STFX,2022-07-25,7425
IEOS,2022-07-25,1649
UBSA,2022-08-01,36010782
INCR,2022-08-01,32840643
SGMT,2022-08-01,31954098
JPMX,2022-08-01,20287710
MSPL,2022-08-01,19731400
MLIX,2022-08-01,16370020
EBXL,2022-08-01,13635285
LATS,2022-08-01,10838164
BIDS,2022-08-01,7861305
KCGM,2022-08-01,7701787
MSTX,2022-08-01,7164500
XSTM,2022-08-01,5609693
ITGP,2022-08-01,3772402
PURE,2022-08-01,3733466
JPBX,2022-08-01,3726309
IATS,2022-08-01,3661321
MSRP,2022-08-01,3383669
LQNA,2022-08-01,2669200
ICBX,2022-08-01,2334361
BLKX,2022-08-01,2199790
ONEC,2022-08-01,2010081
CGXS,2022-08-01,1577751
BNPX,2022-08-01,1335515
CODA,2022-08-01,560306
BLUE,2022-08-01,510577
LQNT,2022-08-01,340900
LMNX,2022-08-01,147814
STFX,2022-08-01,7425
IEOS,2022-08-01,1649
UBSA,2022-08-08,36010782
INCR,2022-08-08,32840643
SGMT,2022-08-08,31954098
JPMX,2022-08-08,20287710
MSPL,2022-08-08,19731400
MLIX,2022-08-08,16370020
EBXL,2022-08-08,13635285
LATS,2022-08-08,10838164
BIDS,2022-08-08,7861305
KCGM,2022-08-08,7701787
MSTX,2022-08-08,7164500
XSTM,2022-08-08,5609693
ITGP,2022-08-08,3772402
PURE,2022-08-08,3733466
JPBX,2022-08-08,3726309
IATS,2022-08-08,3661321
MSRP,2022-08-08,3383669
LQNA,2022-08-08,2669200
ICBX,2022-08-08,2334361
BLKX,2022-08-08,2199790
ONEC,2022-08-08,2010081
CGXS,2022-08-08,1577751
BNPX,2022-08-08,1335515
CODA,2022-08-08,560306
BLUE,2022-08-08,510577
LQNT,2022-08-08,340900
LMNX,2022-08-08,147814
STFX,2022-08-08,7425
IEOS,2022-08-08,1649
UBSA,2022-08-15,36010782
INCR,2022-08-15,32840643
SGMT,2022-08-15,31954098
JPMX,2022-08-15,20287710
MSPL,2022-08-15,19731400
MLIX,2022-08-15,16370020
EBXL,2022-08-15,13635285
LATS,2022-08-15,10838164
BIDS,2022-08-15,7861305
KCGM,2022-08-15,7701787
MSTX,2022-08-15,7164500
XSTM,2022-08-15,5609693
ITGP,2022-08-15,3772402
PURE,2022-08-15,3733466
JPBX,2022-08-15,3726309
IATS,2022-08-15,3661321
MSRP,2022-08-15,3383669
LQNA,2022-08-15,2669200
ICBX,2022-08-15,2334361
BLKX,2022-08-15,2199790
ONEC,2022-08-15,2010081
CGXS,2022-08-15,1577751
BNPX,2022-08-15,1335515
CODA,2022-08-15,560306
BLUE,2022-08-15,510577
LQNT,2022-08-15,340900
LMNX,2022-08-15,147814
STFX,2022-08-15,7425
IEOS,2022-08-15,1649
UBSA,2022-08-22,36010782
INCR,2022-08-22,32840643
SGMT,2022-08-22,31954098
JPMX,2022-08-22,20287710
MSPL,2022-08-22,19731400
MLIX,2022-08-22,16370020
EBXL,2022-08-22,13635285
LATS,2022-08-22,10838164
BIDS,2022-08-22,7861305
KCGM,2022-08-22,7701787
MSTX,2022-08-22,7164500
XSTM,2022-08-22,5609693
ITGP,2022-08-22,3772402
PURE,2022-08-22,3733466
JPBX,2022-08-22,3726309
IATS,2022-08-22,3661321
MSRP,2022-08-22,3383669
LQNA,2022-08-22,2669200
ICBX,2022-08-22,2334361
BLKX,2022-08-22,2199790
ONEC,2022-08-22,2010081
CGXS,2022-08-22,1577751
BNPX,2022-08-22,1335515
CODA,2022-08-22,560306
BLUE,2022-08-22,510577
LQNT,2022-08-22,340900
LMNX,2022-08-22,147814
STFX,2022-08-22,7425
IEOS,2022-08-22,1649
UBSA,2022-08-29,36010782
INCR,2022-08-29,32840643
SGMT,2022-08-29,31954098
JPMX,2022-08-29,20287710
MSPL,2022-08-29,19731400
MLIX,2022-08-29,16370020
EBXL,2022-08-29,13635285
LATS,2022-08-29,10838164
BIDS,2022-08-29,7861305
KCGM,2022-08-29,7701787
MSTX,2022-08-29,7164500
XSTM,2022-08-29,5609693
ITGP,2022-08-29,3772402
PURE,2022-08-29,3733466
JPBX,2022-08-29,3726309
IATS,2022-08-29,3661321
MSRP,2022-08-29,3383669
LQNA,2022-08-29,2669200
ICBX,2022-08-29,2334361
BLKX,2022-08-29,2199790
ONEC,2022-08-29,2010081
CGXS,2022-08-29,1577751
BNPX,2022-08-29,1335515
CODA,2022-08-29,560306
BLUE,2022-08-29,510577
LQNT,2022-08-29,340900
LMNX,2022-08-29,147814
STFX,2022-08-29,7425
IEOS,2022-08-29,1649
UBSA,2022-09-05,36010782
INCR,2022-09-05,32840643
SGMT,2022-09-05,31954098
JPMX,2022-09-05,20287710
MSPL,2022-09-05,19731400
MLIX,2022-09-05,16370020
EBXL,2022-09-05,13635285
LATS,2022-09-05,10838164
BIDS,2022-09-05,7861305
KCGM,2022-09-05,7701787
MSTX,2022-09-05,7164500
XSTM,2022-09-05,5609693
ITGP,2022-09-05,3772402
PURE,2022-09-05,3733466
JPBX,2022-09-05,3726309
IATS,2022-09-05,3661321
MSRP,2022-09-05,3383669
LQNA,2022-09-05,2669200
ICBX,2022-09-05,2334361
BLKX,2022-09-05,2199790
ONEC,2022-09-05,2010081
CGXS,2022-09-05,1577751
BNPX,2022-09-05,1335515
CODA,2022-09-05,560306
BLUE,2022-09-05,510577
LQNT,2022-09-05,340900
LMNX,2022-09-05,147814
STFX,2022-09-05,7425
IEOS,2022-09-05,1649
UBSA,2022-09-12,36010782
INCR,2022-09-12,32840643
SGMT,2022-09-12,31954098
JPMX,2022-09-12,20287710
MSPL,2022-09-12,19731400
MLIX,2022-09-12,16370020
EBXL,2022-09-12,13635285
LATS,2022-09-12,10838164
BIDS,2022-09-12,7861305
KCGM,2022-09-12,7701787
MSTX,2022-09-12,7164500
XSTM,2022-09-12,5609693
ITGP,2022-09-12,3772402
PURE,2022-09-12,3733466
JPBX,2022-09-12,3726309
IATS,2022-09-12,3661321
MSRP,2022-09-12,3383669
LQNA,2022-09-12,2669200
ICBX,2022-09-12,2334361
BLKX,2022-09-12,2199790
ONEC,2022-09-12,2010081
CGXS,2022-09-12,1577751
BNPX,2022-09-12,1335515
CODA,2022-09-12,560306
BLUE,2022-09-12,510577
LQNT,2022-09-12,340900
LMNX,2022-09-12,147814
STFX,2022-09-12,7425
IEOS,2022-09-12,1649
UBSA,2022-09-19,36010782
INCR,2022-09-19,32840643
SGMT,2022-09-19,31954098
JPMX,2022-09-19,20287710
MSPL,2022-09-19,19731400
MLIX,2022-09-19,16370020
EBXL,2022-09-19,13635285
LATS,2022-09-19,10838164
BIDS,2022-09-19,7861305
KCGM,2022-09-19,7701787
MSTX,2022-09-19,7164500
XSTM,2022-09-19,5609693
ITGP,2022-09-19,3772402
PURE,2022-09-19,3733466
JPBX,2022-09-19,3726309
IATS,2022-09-19,3661321
MSRP,2022-09-19,3383669
LQNA,2022-09-19,2669200
ICBX,2022-09-19,2334361
BLKX,2022-09-19,2199790
ONEC,2022-09-19,2010081
CGXS,2022-09-19,1577751
BNPX,2022-09-19,1335515
CODA,2022-09-19,560306
BLUE,2022-09-19,510577
LQNT,2022-09-19,340900
LMNX,2022-09-19,147814
STFX,2022-09-19,7425
IEOS,2022-09-19,1649
UBSA,2022-09-26,36010782
INCR,2022-09-26,32840643
SGMT,2022-09-26,31954098
JPMX,2022-09-26,20287710
MSPL,2022-09-26,19731400
MLIX,2022-09-26,16370020
EBXL,2022-09-26,13635285
LATS,2022-09-26,10838164
BIDS,2022-09-26,7861305
KCGM,2022-09-26,7701787
MSTX,2022-09-26,7164500
XSTM,2022-09-26,5609693
ITGP,2022-09-26,3772402
PURE,2022-09-26,3733466
JPBX,2022-09-26,3726309
IATS,2022-09-26,3661321
MSRP,2022-09-26,3383669
LQNA,2022-09-26,2669200
ICBX,2022-09-26,2334361
BLKX,2022-09-26,2199790
ONEC,2022-09-26,2010081
CGXS,2022-09-26,1577751
BNPX,2022-09-26,1335515
CODA,2022-09-26,560306
BLUE,2022-09-26,510577
LQNT,2022-09-26,340900
LMNX,2022-09-26,147814
STFX,2022-09-26,7425
IEOS,2022-09-26,1649
UBSA,2022-10-03,36010782
INCR,2022-10-03,32840643
SGMT,2022-10-03,31954098
JPMX,2022-10-03,20287710
MSPL,2022-10-03,19731400
MLIX,2022-10-03,16370020
EBXL,2022-10-03,13635285
LATS,2022-10-03,10838164
BIDS,2022-10-03,7861305
KCGM,2022-10-03,7701787
MSTX,2022-10-03,7164500
XSTM,2022-10-03,5609693
ITGP,2022-10-03,3772402
PURE,2022-10-03,3733466
JPBX,2022-10-03,3726309
IATS,2022-10-03,3661321
MSRP,2022-10-03,3383669
LQNA,2022-10-03,2669200
ICBX,2022-10-03,2334361
BLKX,2022-10-03,2199790
ONEC,2022-10-03,2010081
CGXS,2022-10-03,1577751
BNPX,2022-10-03,1335515
CODA,2022-10-03,560306
BLUE,2022-10-03,510577
LQNT,2022-10-03,340900
LMNX,2022-10-03,147814
STFX,2022-10-03,7425
IEOS,2022-10-03,1649
UBSA,2022-10-10,36010782
INCR,2022-10-10,32840643
SGMT,2022-10-10,31954098
JPMX,2022-10-10,20287710
MSPL,2022-10-10,19731400
MLIX,2022-10-10,16370020
EBXL,2022-10-10,13635285
LATS,2022-10-10,10838164
BIDS,2022-10-10,7861305
KCGM,2022-10-10,7701787
MSTX,2022-10-10,7164500
XSTM,2022-10-10,5609693
ITGP,2022-10-10,3772402
PURE,2022-10-10,3733466
JPBX,2022-10-10,3726309
IATS,2022-10-10,3661321
MSRP,2022-10-10,3383669
LQNA,2022-10-10,2669200
ICBX,2022-10-10,2334361
BLKX,2022-10-10,2199790
ONEC,2022-10-10,2010081
CGXS,2022-10-10,1577751
BNPX,2022-10-10,1335515
CODA,2022-10-10,560306
BLUE,2022-10-10,510577
LQNT,2022-10-10,340900
LMNX,2022-10-10,147814
STFX,2022-10-10,7425
IEOS,2022-10-10,1649
UBSA,2022-10-17,36010782
INCR,2022-10-17,32840643
SGMT,2022-10-17,31954098
JPMX,2022-10-17,20287710
MSPL,2022-10-17,19731400
MLIX,2022-10-17,16370020
EBXL,2022-10-17,13635285
LATS,2022-10-17,10838164
BIDS,2022-10-17,7861305
KCGM,2022-10-17,7701787
MSTX,2022-10-17,7164500
XSTM,2022-10-17,5609693
ITGP,2022-10-17,3772402
PURE,2022-10-17,3733466
JPBX,2022-10-17,3726309
IATS,2022-10-17,3661321
MSRP,2022-10-17,3383669
LQNA,2022-10-17,2669200
ICBX,2022-10-17,2334361
BLKX,2022-10-17,2199790
ONEC,2022-10-17,2010081
CGXS,2022-10-17,1577751
BNPX,2022-10-17,1335515
CODA,2022-10-17,560306
BLUE,2022-10-17,510577
LQNT,2022-10-17,340900
LMNX,2022-10-17,147814
STFX,2022-10-17,7425
IEOS,2022-10-17,1649
UBSA,2022-10-24,36010782
INCR,2022-10-24,32840643
SGMT,2022-10-24,31954098
JPMX,2022-10-24,20287710
